# _SOMALILAND (0)
512.67 502.80
516.20 505.20
517.25 505.15
526.00 502.14
527.00 505.35
526.30 508.05
524.40 509.55
519.67 509.25
512.91 505.10
512.67 502.80
512.67 502.80


# AE (1)
528.47 468.14
529.22 471.14
537.74 471.90
538.34 465.72
539.98 464.83
540.43 462.57
537.74 463.32
534.75 467.84
528.47 468.14
528.47 468.14


# AF (2)
545.85 435.38
547.22 446.15
550.65 446.91
550.97 448.84
548.51 450.89
553.08 454.58
561.97 451.39
562.68 447.60
568.27 444.11
570.42 436.02
572.02 434.30
570.36 431.41
575.77 428.06
575.08 427.09
572.58 427.25
572.35 429.55
569.00 429.51
568.94 426.45
567.86 425.16
566.04 426.81
566.10 428.32
563.36 429.36
558.30 429.04
551.73 435.92
545.85 435.38
545.85 435.38


# AL (3)
450.68 420.44
450.68 424.42
451.82 426.57
452.64 426.48
454.05 423.91
453.23 422.76
452.91 419.92
451.82 418.91
450.68 420.44
450.68 420.44


# AM (4)
507.47 420.55
511.62 425.96
510.40 427.39
507.46 426.88
503.82 423.61
504.01 421.46
507.47 420.55
507.47 420.55


# AO (5)
437.37 547.46
440.31 558.46
440.24 561.94
435.93 566.58
435.29 574.10
451.88 574.25
457.28 576.20
461.73 575.62
459.13 572.37
459.14 563.09
464.24 562.87
464.24 559.25
460.10 559.08
459.27 550.51
457.53 550.53
456.58 549.68
455.56 549.73
454.19 552.38
448.94 552.38
447.72 551.15
448.08 549.42
446.64 547.32
437.37 547.46
437.37 547.46


# AO (6)
435.58 544.45
437.08 546.41
439.03 544.56
438.45 542.66
437.97 542.62
435.58 544.45
435.58 544.45


# AR (7)
279.05 600.61
280.73 602.18
274.36 611.65
272.12 614.13
272.89 624.94
277.81 630.92
273.68 638.13
270.55 639.48
266.97 639.48
267.97 645.10
262.38 647.02
263.72 651.75
260.37 662.45
264.51 665.83
262.27 671.35
258.47 677.32
260.48 681.49
255.56 682.27
251.53 677.32
250.86 661.89
244.60 635.68
246.49 626.52
242.47 614.81
245.15 599.60
247.61 596.67
247.00 594.45
250.17 591.56
257.22 592.04
261.16 596.25
265.72 596.33
270.39 599.18
269.01 602.40
269.34 605.65
275.95 605.34
279.05 600.61
279.05 600.61


# AR (8)
264.74 687.56
264.97 692.52
268.77 692.18
272.02 690.03
266.54 688.91
264.74 687.56
264.74 687.56


# AT (9)
430.46 403.46
429.90 404.63
430.38 405.46
432.40 405.04
434.11 405.04
435.96 406.61
439.91 405.90
442.82 404.17
443.56 403.00
443.45 401.50
440.84 399.54
437.34 399.58
437.04 401.56
433.36 403.36
430.46 403.46
430.46 403.46


# AU (10)
672.96 609.07
672.66 631.01
669.29 633.48
668.98 635.64
673.58 638.72
684.93 636.56
690.76 636.56
692.90 633.47
705.78 631.00
714.98 633.78
714.37 637.49
715.59 641.20
722.65 639.96
722.95 641.81
718.35 645.21
719.88 646.44
723.25 645.21
722.34 655.41
728.78 660.35
732.46 659.11
734.30 660.97
745.04 659.42
755.16 643.04
758.84 642.11
766.20 628.52
768.04 616.78
763.44 610.91
765.28 609.67
761.60 598.24
757.61 595.45
758.23 580.01
754.54 577.22
753.63 568.57
751.79 568.57
745.65 588.96
742.28 589.28
734.61 581.55
738.91 570.11
730.93 568.56
722.04 571.04
719.59 578.14
715.60 579.07
715.30 574.12
699.04 584.01
699.35 587.72
696.90 591.11
690.76 591.11
677.57 596.67
672.96 609.07
672.96 609.07


# AU (11)
728.78 668.09
727.24 674.27
727.55 678.59
732.15 678.28
737.36 670.25
728.78 668.09
728.78 668.09


# AZ (12)
508.93 418.67
508.06 420.16
512.13 425.50
513.55 425.04
515.88 427.49
516.89 423.20
519.43 423.61
519.32 422.38
515.16 418.73
514.36 420.88
508.93 418.67
508.93 418.67


# BA (13)
442.71 411.08
442.39 411.61
448.19 417.59
450.32 414.46
450.24 413.23
448.38 410.97
442.71 411.08
442.71 411.08


# BD (14)
616.26 457.91
615.12 459.96
618.06 465.54
618.15 469.90
618.68 471.06
622.13 471.12
624.08 469.25
625.50 470.11
625.79 472.76
626.92 472.05
626.99 468.66
626.04 468.55
625.44 465.67
623.04 465.58
622.44 463.98
623.91 462.02
623.94 461.05
619.67 461.05
616.26 457.91
616.26 457.91


# BE (15)
414.02 391.70
413.47 393.09
419.41 397.01
419.81 397.06
420.19 395.97
421.02 395.38
419.69 393.88
418.77 393.88
417.52 392.46
414.02 391.70
414.02 391.70


# BF (16)
404.49 493.50
407.64 493.25
412.80 500.54
408.01 504.15
404.54 503.26
399.88 503.32
399.13 506.05
395.22 506.24
394.15 504.78
395.54 500.34
404.49 493.50
404.49 493.50


# BG (17)
457.09 414.07
457.23 418.37
458.68 421.40
464.14 421.49
466.59 419.75
469.00 418.79
468.42 416.04
468.96 414.58
467.73 413.93
466.05 414.07
464.72 415.41
459.17 415.45
457.09 414.07
457.09 414.07


# BI (18)
478.50 538.39
482.20 538.31
481.24 541.54
480.30 542.35
479.16 542.35
478.35 540.16
478.50 538.39
478.50 538.39


# BJ (19)
411.51 515.29
413.35 515.29
413.45 510.08
415.76 506.72
415.66 500.87
413.56 500.82
409.95 503.63
411.46 506.50
411.51 515.29
411.51 515.29


# BN (20)
689.04 515.08
686.55 518.10
688.59 518.74
689.74 517.13
689.04 515.08
689.04 515.08


# BO (21)
238.63 561.36
245.74 558.26
248.10 558.48
249.66 565.02
260.50 568.62
262.29 574.14
266.76 574.71
268.66 579.44
267.32 583.71
260.05 584.28
257.37 591.15
251.67 591.04
249.88 590.70
246.58 593.90
244.96 593.74
239.37 580.78
240.91 578.47
241.46 569.30
240.07 563.85
238.63 561.36
238.63 561.36


# BR (22)
286.63 618.46
292.03 608.07
292.23 599.34
302.31 592.84
307.96 592.84
312.39 585.33
313.19 570.91
311.38 567.06
322.06 557.31
322.47 546.55
307.95 539.44
290.42 533.96
282.16 533.15
284.38 528.48
283.78 521.38
281.97 520.78
279.30 526.09
277.90 527.84
274.30 526.25
262.21 530.51
258.18 525.44
258.83 520.14
255.03 524.01
250.83 521.75
250.40 522.34
250.41 524.18
254.03 526.13
248.60 531.86
245.16 531.83
241.69 528.29
237.76 528.41
237.27 532.61
239.53 535.35
236.86 543.88
233.75 544.12
228.80 547.25
227.59 553.40
231.89 558.00
232.67 557.11
235.69 556.30
238.27 560.64
245.64 557.47
248.50 557.64
250.47 564.61
260.99 567.95
262.81 573.52
267.28 574.05
269.42 579.37
267.98 584.10
269.86 586.57
269.58 590.25
274.63 589.78
279.26 595.62
278.89 599.72
281.63 602.04
275.06 611.99
286.63 618.46
286.63 618.46


# BS (23)
222.12 463.11
221.03 462.77
220.95 464.88
222.29 466.23
223.20 464.88
222.12 463.11
222.12 463.11


# BS (24)
224.29 466.40
222.79 467.24
224.20 469.26
224.96 468.25
224.29 466.40
224.29 466.40


# BS (25)
229.14 467.91
227.55 467.82
227.71 468.83
228.88 470.52
229.88 469.42
229.14 467.91
229.14 467.91


# BS (26)
228.39 465.90
225.79 464.80
225.29 462.19
226.30 461.76
227.30 463.79
228.30 464.55
228.39 465.90
228.39 465.90


# BS (27)
225.88 460.59
224.54 460.25
224.29 458.57
222.87 458.06
223.79 457.14
225.46 457.73
226.71 458.49
225.88 460.59
225.88 460.59


# BT (28)
616.11 453.56
617.45 455.39
621.98 455.43
621.52 452.92
616.11 453.56
616.11 453.56


# BW (29)
454.56 594.59
456.42 595.16
456.16 600.47
458.07 600.73
462.46 596.77
467.73 597.34
469.13 593.80
475.80 587.70
467.79 578.48
467.69 576.97
466.80 576.71
464.38 578.95
458.07 579.10
457.18 586.97
454.70 587.54
454.56 594.59
454.56 594.59


# BY (30)
456.42 382.86
457.71 385.00
457.20 386.70
457.28 388.05
457.76 389.66
460.44 388.14
463.77 388.23
466.10 389.19
472.02 389.19
473.75 385.05
474.79 383.48
474.79 382.44
471.07 377.21
467.79 375.90
465.11 375.60
462.77 376.34
462.86 378.69
459.62 382.79
456.42 382.86
456.42 382.86


# BZ (31)
191.82 483.23
191.78 486.38
192.51 486.38
194.98 481.77
193.30 481.77
191.82 483.23
191.82 483.23


# CA (32)
151.77 281.18
153.49 283.78
154.35 287.26
158.66 288.34
161.67 285.09
164.26 286.40
171.58 287.04
176.75 284.87
177.61 292.03
180.63 292.03
180.63 289.00
183.65 289.21
191.18 298.11
196.14 301.14
193.55 305.26
194.63 306.35
204.31 308.30
204.52 312.64
207.11 313.07
207.76 306.56
211.85 305.48
214.86 310.04
221.32 313.07
224.55 313.72
226.70 311.12
226.92 306.99
230.79 304.61
232.08 308.08
228.63 314.16
229.06 317.19
231.00 314.16
234.87 310.68
235.09 306.13
232.94 302.65
233.59 299.84
238.76 297.23
241.12 298.97
241.56 314.16
245.21 310.91
247.37 312.21
244.35 317.42
248.22 318.28
253.82 309.60
258.56 314.59
256.62 323.48
251.89 326.09
247.37 323.92
239.19 325.65
240.05 328.47
237.90 331.95
231.23 333.47
223.69 339.33
217.02 348.22
216.15 351.04
220.67 352.78
222.39 357.12
228.64 363.41
238.54 367.75
236.39 377.72
236.17 380.54
238.76 382.28
242.21 377.72
242.64 369.04
248.02 368.83
250.61 363.84
251.04 356.25
257.93 342.80
266.54 345.84
271.06 352.13
269.12 358.42
272.57 360.37
280.97 354.73
283.33 370.13
291.09 379.46
291.30 384.23
282.70 386.40
278.61 390.74
270.00 388.79
265.69 388.57
258.16 394.43
262.68 393.35
268.28 392.27
269.36 393.57
267.85 398.34
268.07 402.68
270.66 404.42
273.24 403.77
274.54 401.82
276.26 401.82
273.45 407.02
268.07 407.24
265.70 410.71
262.68 410.71
261.82 408.11
266.13 403.77
260.96 405.51
260.72 398.14
259.24 397.27
254.72 399.23
254.28 402.92
243.95 402.92
235.11 409.00
223.27 412.91
221.98 411.17
227.95 402.27
224.56 399.00
222.41 394.87
218.02 391.53
213.32 391.14
204.89 385.23
143.77 375.19
142.76 371.05
137.16 365.84
137.16 361.51
138.02 357.60
137.59 355.43
135.44 353.26
135.01 349.78
140.61 345.88
137.16 327.22
132.42 327.01
128.12 321.36
151.77 281.18
151.77 281.18


# CA (33)
130.68 350.12
129.21 352.93
129.72 354.93
130.68 355.53
130.46 356.34
129.43 356.64
129.72 359.60
130.83 360.71
131.71 359.76
130.60 356.87
131.26 354.57
132.88 352.42
131.70 350.42
130.68 350.12
130.68 350.12


# CA (34)
135.54 367.01
134.22 367.53
136.65 370.35
137.24 373.68
139.67 376.27
141.72 375.90
141.72 372.50
139.23 370.94
135.54 367.01
135.54 367.01


# CA (35)
268.15 295.83
266.62 297.38
267.96 299.51
274.29 300.28
270.26 296.02
268.15 295.83
268.15 295.83


# CA (36)
191.10 270.14
191.29 273.62
184.40 280.77
186.13 286.56
